11	ACEH
12	SUMATERA UTARA
13	SUMATERA BARAT
14	RIAU
15	JAMBI
16	SUMATERA SELATAN
17	BENGKULU
18	LAMPUNG
19	KEP. BANGKA BELITUNG
21	KEP. RIAU
31	DKI JAKARTA
32	JAWA BARAT
33	JAWA TENGAH
34	DI YOGYAKARTA
35	JAWA TIMUR
36	BANTEN
51	BALI
52	NUSA TENGGARA BARAT
53	NUSA TENGGARA TIMUR
61	KALIMANTAN BARAT
62	KALIMANTAN TENGAH
63	KALIMANTAN SELATAN
64	KALIMANTAN TIMUR
65	KALIMANTAN UTARA
71	SULAWESI UTARA
72	SULAWESI TENGAH
73	SULAWESI SELATAN
74	SULAWESI TENGGARA
75	GORONTALO
76	SULAWESI BARAT
81	MALUKU
82	MALUKU UTARA
92	PAPUA BARAT
91	PAPUA
14.09	KAB. KUANTAN SINGINGI
12.04	KAB. NIAS
12.13	KAB. MANDAILING NATAL
14.02	KAB. INDRAGIRI HULU
12.03	KAB. TAPANULI SELATAN
14.04	KAB. INDRAGIRI HILIR
12.01	KAB. TAPANULI TENGAH
14.05	KAB.  PELALAWAN
14.08	KAB.  SIAK
12.02	KAB. TAPANULI UTARA
14.01	KAB. KAMPAR
12.12	KAB. TOBA SAMOSIR
12.10	KAB. LABUHANBATU
14.06	KAB.  ROKAN HULU
14.03	KAB. BENGKALIS
12.09	KAB. ASAHAN
14.07	KAB.  ROKAN HILIR
12.08	KAB. SIMALUNGUN
12.11	KAB. DAIRI
14.10	KAB. KEPULAUAN MERANTI
16.01	KAB. OGAN KOMERING ULU
14.71	KOTA PEKANBARU
12.06	KAB. KARO
16.02	KAB. OGAN KOMERING ILIR
19.01	KAB. BANGKA
14.72	KOTA DUMAI
12.07	KAB. DELI SERDANG
16.03	KAB. MUARA ENIM
19.02	KAB. BELITUNG
21.02	KAB. KARIMUN
12.05	KAB. LANGKAT
16.03	KAB. MUARA ENIM
19.05	KAB. BANGKA BARAT
21.01	KAB. BINTAN
12.14	KAB. NIAS SELATAN
16.04	KAB. LAHAT
19.04	KAB. BANGKA TENGAH
21.03	KAB. NATUNA
