11	ACEH
12	SUMATERA UTARA
13	SUMATERA BARAT
14	RIAU
15	JAMBI
16	SUMATERA SELATAN
17	BENGKULU
18	LAMPUNG
19	KEP. BANGKA BELITUNG
21	KEP. RIAU
31	DKI JAKARTA
32	JAWA BARAT
33	JAWA TENGAH
34	DI YOGYAKARTA
35	JAWA TIMUR
36	BANTEN
51	BALI
52	NUSA TENGGARA BARAT
53	NUSA TENGGARA TIMUR
61	KALIMANTAN BARAT
62	KALIMANTAN TENGAH
63	KALIMANTAN SELATAN
64	KALIMANTAN TIMUR
65	KALIMANTAN UTARA
71	SULAWESI UTARA
72	SULAWESI TENGAH
73	SULAWESI SELATAN
74	SULAWESI TENGGARA
75	GORONTALO
76	SULAWESI BARAT
81	MALUKU
82	MALUKU UTARA
91	PAPUA BARAT
94	PAPUA
1401	KUANTAN SINGINGI
1402	INDRAGIRI HULU
1403	INDRAGIRI HILIR
1404	PELALAWAN
1405	S I A K
1406	KAMPAR
1407	ROKAN HULU
1408	BENGKALIS
1409	ROKAN HILIR
1410	KEPULAUAN MERANTI
1471	PEKANBARU
1473	D U M A I
1201	NIAS
1202	MANDAILING NATAL
1203	TAPANULI SELATAN
1204	TAPANULI TENGAH
1205	TAPANULI UTARA
1206	TOBA SAMOSIR
1207	LABUHAN BATU
1208	ASAHAN
1209	SIMALUNGUN
1210	DAIRI
1211	KARO
1212	DELI SERDANG
1601	OGAN KOMERING ULU
1213	LANGKAT
1602	OGAN KOMERING ILIR
1214	NIAS SELATAN
1603	MUARA ENIM
1901	BANGKA
1215	HUMBANG HASUNDUTAN
1902	BELITUNG
1603	MUARA ENIM
1903	BANGKA BARAT
1216	PAKPAK BHARAT
1604	LAHAT
1904	BANGKA TENGAH
1217	SAMOSIR
1605	MUSI RAWAS
1905	BANGKA SELATAN
1101	SIMEULUE
1801	LAMPUNG BARAT
1218	SERDANG BEDAGAI
1501	KERINCI
1301	KEPULAUAN MENTAWAI
1605	MUSI RAWAS
1906	BELITUNG TIMUR
1102	ACEH SINGKIL
1801	LAMPUNG BARAT
1219	BATU BARA
1701	BENGKULU SELATAN
1302	PESISIR SELATAN
1606	MUSI BANYUASIN
1502	MERANGIN
1971	PANGKAL PINANG
1103	ACEH SELATAN
1802	TANGGAMUS
1220	PADANG LAWAS UTARA
1303	SOLOK
1607	BANYU ASIN
1503	SAROLANGUN
1702	REJANG LEBONG
1803	LAMPUNG SELATAN
2101	KARIMUN
1608	OGAN KOMERING ULU SELATAN
1304	SIJUNJUNG
1221	PADANG LAWAS
1504	BATANG HARI
1804	LAMPUNG TIMUR
1609	OGAN KOMERING ULU TIMUR
1305	TANAH DATAR
1222	LABUHAN BATU SELATAN
2102	BINTAN
1104	ACEH TENGGARA
1703	BENGKULU UTARA
1505	MUARO JAMBI
1610	OGAN ILIR
1223	LABUHAN BATU UTARA
2103	NATUNA
1805	LAMPUNG TENGAH
1105	ACEH TIMUR
1704	KAUR
1306	PADANG PARIAMAN
1506	TANJUNG JABUNG TIMUR
1224	NIAS UTARA
1806	LAMPUNG UTARA
2104	LINGGA
1611	EMPAT LAWANG
1106	ACEH TENGAH
1705	SELUMA
1307	AGAM
1507	TANJUNG JABUNG BARAT
1807	WAY KANAN
1225	NIAS BARAT
2105	KEPULAUAN ANAMBAS
1612	PENUKAL ABAB LEMATANG ILIR
1107	ACEH BARAT
1706	MUKOMUKO
1308	LIMA PULUH KOTA
1508	TEBO
1808	TULANGBAWANG
2171	B A T A M
1612	PENUKAL ABAB LEMATANG ILIR
1271	SIBOLGA
1707	LEBONG
1108	ACEH BESAR
1309	PASAMAN
1809	PESAWARAN
2172	TANJUNG PINANG
1509	BUNGO
1613	MUSI RAWAS UTARA
1272	TANJUNG BALAI
1109	PIDIE
1708	KEPAHIANG
1310	SOLOK SELATAN
1810	PRINGSEWU
1571	JAMBI
1613	MUSI RAWAS UTARA
1110	BIREUEN
1709	BENGKULU TENGAH
1273	PEMATANG SIANTAR
1311	DHARMASRAYA
1811	MESUJI
1572	SUNGAI PENUH
1671	PALEMBANG
1111	ACEH UTARA
1771	BENGKULU
1274	TEBING TINGGI
1312	PASAMAN BARAT
1812	TULANG BAWANG BARAT
1672	PRABUMULIH
1112	ACEH BARAT DAYA
1275	MEDAN
1371	PADANG
1813	PESISIR BARAT
1113	GAYO LUES
1673	PAGAR ALAM
1276	BINJAI
1372	SOLOK
1813	PESISIR BARAT
1114	ACEH TAMIANG
1674	LUBUKLINGGAU
1277	PADANGSIDIMPUAN
1871	BANDAR LAMPUNG
1115	NAGAN RAYA
